transaction_id,date,n_items,items
T02455,2025-06-16,1,Bananas
T02456,2025-03-28,3,"Bread, Butter, Jam"
T02457,2025-02-19,2,"Apples, Soda"
T02458,2025-06-13,2,"Baby Wipes, Diapers"
T02459,2025-05-09,4,"Beer, Chips, Coffee, Milk"
T02460,2025-06-28,2,"Beer, Salsa"
T02461,2025-05-28,4,"Baby Wipes, Chicken Breast, Diapers, Rice"
T02462,2025-03-03,4,"Coffee, Rice, Sugar, Tea"
T02463,2025-04-18,1,Cheese
T02464,2025-04-15,3,"Cheese, Soda, Yogurt"
T02465,2025-05-07,5,"Beer, Garlic, Parmesan, Pasta, Tomato Sauce"
T02466,2025-03-16,4,"Chips, Eggs, Salsa, Soda"
T02467,2025-05-12,3,"Apples, Lettuce, Yogurt"
T02468,2025-05-17,3,"Bread, Cereal, Soda"
T02469,2025-03-10,3,"Beer, Chips, Lettuce"
T02470,2025-05-17,1,Rice
T02471,2025-01-18,2,"Apples, Lettuce"
T02472,2025-06-05,1,Yogurt
T02473,2025-05-28,4,"Cheese, Chicken Breast, Coffee, Rice"
T02474,2025-04-01,3,"Baby Wipes, Diapers, Yogurt"
T02475,2025-02-27,4,"Bread, Butter, Cheese, Ground Beef"
T02476,2025-01-12,2,"Chips, Eggs"
T02477,2025-01-05,2,"Apples, Coffee"
T02478,2025-06-20,1,Apples
T02479,2025-06-06,1,Bananas
T02480,2025-04-19,3,"Pasta, Soda, Tomato Sauce"
T02481,2025-06-28,3,"Bananas, Chicken Breast, Lettuce"
T02482,2025-06-14,1,Tomatoes
T02483,2025-03-13,1,Wine
T02484,2025-04-24,3,"Bread, Butter, Jam"
T02485,2025-05-16,5,"Eggs, Milk, Parmesan, Tea, Tomatoes"
T02486,2025-01-06,5,"Bananas, Cereal, Coffee, Milk, Rice"
T02487,2025-05-27,2,"Cheese, Wine"
T02488,2025-01-15,2,"Chicken Breast, Tomatoes"
T02489,2025-04-24,1,Cheese
T02490,2025-01-20,3,"Milk, Rice, Tomatoes"
T02491,2025-05-30,1,Yogurt
T02492,2025-03-19,1,Rice
T02493,2025-02-12,2,"Sugar, Tomatoes"
T02494,2025-02-22,5,"Bread, Coffee, Jam, Milk, Yogurt"
T02495,2025-05-21,3,"Bananas, Coffee, Tomatoes"
T02496,2025-01-26,4,"Bread, Butter, Coffee, Sugar"
T02497,2025-05-04,3,"Chips, Lettuce, Tomatoes"
T02498,2025-05-11,3,"Apples, Baby Wipes, Wine"
T02499,2025-05-11,3,"Bananas, Cereal, Soda"
T02500,2025-01-26,5,"Bananas, Beer, Chicken Breast, Chips, Salsa"
T02501,2025-05-15,1,Rice
T02502,2025-05-13,2,"Chicken Breast, Rice"
T02503,2025-01-20,1,Apples
T02504,2025-06-16,4,"Bananas, Cereal, Coffee, Milk"
T02505,2025-05-17,2,"Lettuce, Milk"
T02506,2025-04-25,4,"Bananas, Cereal, Coffee, Milk"
T02507,2025-01-07,6,"Cereal, Cheese, Lettuce, Parmesan, Pasta, Wine"
T02508,2025-05-08,3,"Garlic, Pasta, Tomato Sauce"
T02509,2025-02-23,3,"Coffee, Lettuce, Milk"
T02510,2025-02-28,2,"Apples, Chicken Breast"
T02511,2025-05-21,2,"Chicken Breast, Rice"
T02512,2025-02-23,1,Diapers
T02513,2025-03-30,3,"Chips, Lettuce, Salsa"
T02514,2025-06-06,1,Eggs
T02515,2025-02-11,3,"Bananas, Eggs, Soda"
T02516,2025-01-26,1,Apples
T02517,2025-04-09,3,"Chips, Lettuce, Milk"
T02518,2025-01-07,2,"Coffee, Lettuce"
T02519,2025-03-03,3,"Bread, Coffee, Wine"
T02520,2025-04-26,1,Rice
T02521,2025-04-16,2,"Eggs, Pasta"
T02522,2025-03-13,2,"Chicken Breast, Milk"
T02523,2025-06-28,5,"Chicken Breast, Lettuce, Onions, Rice, Tomatoes"
T02524,2025-01-05,1,Tea
T02525,2025-04-14,2,"Apples, Cheese"
T02526,2025-03-31,1,Apples
T02527,2025-04-22,7,"Baby Wipes, Beer, Coffee, Diapers, Milk, Salsa, Sugar"
T02528,2025-02-10,3,"Sugar, Tea, Yogurt"
T02529,2025-05-21,3,"Garlic, Parmesan, Pasta"
T02530,2025-03-15,7,"Baby Wipes, Beer, Chicken Breast, Diapers, Garlic, Lettuce, Tomatoes"
T02531,2025-04-06,2,"Apples, Lettuce"
T02532,2025-03-08,2,"Lettuce, Tea"
T02533,2025-06-26,3,"Bread, Butter, Jam"
T02534,2025-05-16,3,"Bananas, Milk, Soda"
T02535,2025-03-21,1,Eggs
T02536,2025-03-06,1,Yogurt
T02537,2025-01-27,5,"Bread, Butter, Milk, Tomatoes, Yogurt"
T02538,2025-01-14,1,Tomatoes
T02539,2025-04-20,4,"Bananas, Beer, Cereal, Milk"
T02540,2025-02-17,4,"Cheese, Lettuce, Parmesan, Wine"
T02541,2025-02-09,4,"Cheese, Parmesan, Pasta, Wine"
T02542,2025-04-13,3,"Cereal, Eggs, Milk"
T02543,2025-03-23,2,"Diapers, Lettuce"
T02544,2025-02-05,2,"Bananas, Milk"
T02545,2025-05-17,3,"Bananas, Cereal, Milk"
T02546,2025-01-30,6,"Bananas, Cereal, Milk, Parmesan, Pasta, Tea"
T02547,2025-02-14,1,Soda
T02548,2025-02-14,3,"Chips, Lettuce, Salsa"
T02549,2025-03-12,4,"Chips, Parmesan, Salsa, Tomatoes"
T02550,2025-04-14,1,Cheese
T02551,2025-05-05,5,"Baby Wipes, Diapers, Parmesan, Pasta, Tomato Sauce"
T02552,2025-05-29,2,"Apples, Pasta"
T02553,2025-06-20,2,"Beer, Chips"
T02554,2025-05-28,4,"Bananas, Cereal, Cheese, Milk"
T02555,2025-01-27,2,"Eggs, Onions"
T02556,2025-04-18,5,"Cereal, Cheese, Chips, Milk, Tomatoes"
T02557,2025-01-26,2,"Salsa, Tomatoes"
T02558,2025-06-07,2,"Eggs, Tomatoes"
T02559,2025-05-09,2,"Diapers, Onions"
T02560,2025-05-08,4,"Coffee, Sugar, Tomatoes, Yogurt"
T02561,2025-05-04,8,"Bread, Butter, Coffee, Jam, Lettuce, Milk, Sugar, Tomatoes"
T02562,2025-06-12,1,Apples
T02563,2025-02-18,2,"Coffee, Tea"
T02564,2025-03-09,3,"Bananas, Eggs, Ground Beef"
T02565,2025-04-28,2,"Cheese, Wine"
T02566,2025-03-26,2,"Bananas, Parmesan"
T02567,2025-05-27,2,"Beer, Diapers"
T02568,2025-01-21,3,"Bananas, Cereal, Milk"
T02569,2025-02-22,4,"Bananas, Chicken Breast, Rice, Tomatoes"
T02570,2025-04-22,2,"Beer, Chips"
T02571,2025-03-14,2,"Eggs, Lettuce"
T02572,2025-02-11,3,"Coffee, Milk, Soda"
T02573,2025-01-09,2,"Eggs, Milk"
T02574,2025-02-21,1,Cheese
T02575,2025-02-09,5,"Beer, Cheese, Chips, Rice, Salsa"
T02576,2025-05-20,1,Eggs
T02577,2025-06-29,4,"Bananas, Beer, Diapers, Yogurt"
T02578,2025-04-29,5,"Bread, Garlic, Parmesan, Pasta, Tomato Sauce"
T02579,2025-06-05,2,"Cheese, Wine"
T02580,2025-06-04,1,Tomatoes
T02581,2025-06-13,1,Rice
T02582,2025-04-08,1,Lettuce
T02583,2025-06-14,3,"Chips, Salsa, Soda"
T02584,2025-04-16,6,"Cheese, Garlic, Parmesan, Pasta, Tomato Sauce, Wine"
T02585,2025-05-05,2,"Eggs, Tea"
T02586,2025-04-02,2,"Rice, Salsa"
T02587,2025-01-15,1,Bananas
T02588,2025-03-29,2,"Chips, Tomato Sauce"
T02589,2025-02-07,6,"Eggs, Garlic, Parmesan, Pasta, Tea, Tomato Sauce"
T02590,2025-03-12,2,"Cereal, Milk"
T02591,2025-02-16,1,Soda
T02592,2025-01-02,2,"Cheese, Wine"
T02593,2025-01-26,2,"Garlic, Tomatoes"
T02594,2025-01-29,5,"Eggs, Garlic, Parmesan, Pasta, Tomato Sauce"
T02595,2025-04-02,4,"Apples, Jam, Lettuce, Milk"
T02596,2025-01-30,1,Bananas
T02597,2025-03-30,3,"Beer, Cheese, Chips"
T02598,2025-02-03,4,"Apples, Bread, Butter, Wine"
T02599,2025-01-19,2,"Apples, Tea"
T02600,2025-03-26,1,Eggs
T02601,2025-02-02,2,"Bananas, Soda"
T02602,2025-04-15,3,"Apples, Coffee, Milk"
T02603,2025-04-09,2,"Chips, Salsa"
T02604,2025-02-28,1,Lettuce
T02605,2025-01-25,1,Rice
T02606,2025-03-06,8,"Baby Wipes, Bananas, Bread, Butter, Cereal, Diapers, Jam, Milk"
T02607,2025-01-13,5,"Chips, Coffee, Milk, Salsa, Sugar"
T02608,2025-04-24,4,"Baby Wipes, Cheese, Diapers, Eggs"
T02609,2025-01-15,3,"Bananas, Cereal, Milk"
T02610,2025-04-12,1,Apples
T02611,2025-02-16,4,"Bread, Butter, Milk, Sugar"
T02612,2025-01-21,2,"Coffee, Sugar"
T02613,2025-01-28,1,Cheese
T02614,2025-05-30,8,"Apples, Baby Wipes, Diapers, Garlic, Parmesan, Pasta, Tomato Sauce, Yogurt"
T02615,2025-03-24,5,"Coffee, Milk, Soda, Sugar, Tomatoes"
T02616,2025-01-24,1,Bananas
T02617,2025-06-03,3,"Coffee, Milk, Sugar"
T02618,2025-06-25,3,"Garlic, Parmesan, Pasta"
T02619,2025-04-01,2,"Bananas, Beer"
T02620,2025-04-02,3,"Coffee, Milk, Sugar"
T02621,2025-04-06,3,"Butter, Rice, Yogurt"
T02622,2025-05-29,4,"Bananas, Cheese, Parmesan, Wine"
T02623,2025-04-05,1,Rice
T02624,2025-05-29,6,"Bread, Butter, Cereal, Coffee, Jam, Milk"
T02625,2025-03-15,4,"Bread, Jam, Milk, Tea"
T02626,2025-04-20,3,"Cheese, Milk, Wine"
T02627,2025-05-28,1,Eggs
T02628,2025-05-03,3,"Coffee, Eggs, Wine"
T02629,2025-05-21,6,"Bread, Butter, Diapers, Milk, Sugar, Tea"
T02630,2025-05-13,4,"Chips, Salsa, Soda, Tea"
T02631,2025-03-04,1,Cheese
T02632,2025-05-18,5,"Bananas, Cereal, Coffee, Milk, Sugar"
T02633,2025-05-18,2,"Bananas, Yogurt"
T02634,2025-04-16,1,Eggs
T02635,2025-02-23,4,"Bananas, Coffee, Milk, Sugar"
T02636,2025-03-16,1,Tea
T02637,2025-02-06,2,"Chicken Breast, Rice"
T02638,2025-04-04,4,"Baby Wipes, Cheese, Diapers, Onions"
T02639,2025-05-28,2,"Chips, Soda"
T02640,2025-04-16,3,"Cheese, Lettuce, Wine"
T02641,2025-04-18,3,"Milk, Tea, Wine"
T02642,2025-06-25,4,"Coffee, Eggs, Milk, Rice"
T02643,2025-03-16,6,"Bread, Butter, Jam, Milk, Tea, Tomatoes"
T02644,2025-05-16,1,Apples
T02645,2025-02-06,2,"Beer, Tea"
T02646,2025-04-12,3,"Milk, Sugar, Tea"
T02647,2025-05-14,2,"Bread, Butter"
T02648,2025-01-13,3,"Apples, Rice, Soda"
T02649,2025-05-20,2,"Beer, Chips"
T02650,2025-02-12,4,"Baby Wipes, Diapers, Tomatoes, Yogurt"
T02651,2025-03-15,6,"Bread, Butter, Cereal, Coffee, Jam, Rice"
T02652,2025-01-13,4,"Bread, Butter, Eggs, Jam"
T02653,2025-01-16,2,"Beer, Milk"
T02654,2025-03-15,2,"Butter, Eggs"
T02655,2025-04-14,1,Soda
T02656,2025-03-26,2,"Bananas, Wine"
T02657,2025-03-23,2,"Milk, Soda"
T02658,2025-04-14,4,"Baby Wipes, Beer, Cheese, Diapers"
T02659,2025-01-10,1,Tea
T02660,2025-06-27,2,"Beer, Yogurt"
T02661,2025-05-13,3,"Bananas, Eggs, Yogurt"
T02662,2025-05-14,3,"Beer, Chips, Salsa"
T02663,2025-05-18,3,"Beer, Chips, Tomato Sauce"
T02664,2025-04-05,1,Cereal
T02665,2025-02-11,3,"Baby Wipes, Beer, Diapers"
T02666,2025-01-18,2,"Chicken Breast, Tomatoes"
T02667,2025-02-21,1,Soda
T02668,2025-04-29,2,"Baby Wipes, Diapers"
T02669,2025-04-05,3,"Milk, Pasta, Tomato Sauce"
T02670,2025-02-18,5,"Bread, Butter, Milk, Tomatoes, Yogurt"
T02671,2025-05-02,2,"Apples, Bananas"
T02672,2025-02-02,2,"Soda, Yogurt"
T02673,2025-01-16,2,"Butter, Eggs"
T02674,2025-03-13,1,Apples
T02675,2025-06-23,4,"Chips, Soda, Tea, Yogurt"
T02676,2025-01-28,1,Rice
T02677,2025-04-14,3,"Apples, Cheese, Wine"
T02678,2025-03-10,1,Rice
T02679,2025-03-14,4,"Beer, Chips, Diapers, Soda"
T02680,2025-06-27,2,"Cereal, Milk"
T02681,2025-01-22,4,"Bananas, Cheese, Milk, Parmesan"
T02682,2025-01-09,1,Chips
T02683,2025-03-28,4,"Beer, Chips, Salsa, Tomatoes"
T02684,2025-03-14,3,"Lettuce, Sugar, Yogurt"
T02685,2025-04-16,5,"Apples, Baby Wipes, Bananas, Cereal, Diapers"
T02686,2025-02-06,1,Tomatoes
T02687,2025-06-01,4,"Apples, Coffee, Sugar, Yogurt"
T02688,2025-01-13,1,Diapers
T02689,2025-03-28,3,"Coffee, Milk, Sugar"
T02690,2025-02-20,6,"Beer, Cheese, Chips, Parmesan, Wine, Yogurt"
T02691,2025-05-22,1,Bananas
T02692,2025-03-21,5,"Garlic, Milk, Pasta, Tomato Sauce, Tomatoes"
T02693,2025-06-24,4,"Bananas, Cereal, Milk, Onions"
T02694,2025-05-17,5,"Bread, Butter, Eggs, Jam, Soda"
T02695,2025-06-28,5,"Bread, Chips, Jam, Milk, Tea"
T02696,2025-02-21,3,"Eggs, Rice, Soda"
T02697,2025-03-20,1,Wine
T02698,2025-06-15,1,Bananas
T02699,2025-05-03,2,"Bananas, Soda"
T02700,2025-06-18,3,"Beer, Cheese, Wine"
T02701,2025-06-13,3,"Baby Wipes, Beer, Diapers"
T02702,2025-01-03,5,"Beer, Chips, Salsa, Sugar, Tea"
T02703,2025-04-29,2,"Lettuce, Pasta"
T02704,2025-03-24,1,Yogurt
T02705,2025-03-24,4,"Apples, Baby Wipes, Diapers, Yogurt"
T02706,2025-01-19,4,"Apples, Bananas, Sugar, Tea"
T02707,2025-02-05,7,"Baby Wipes, Beer, Chips, Diapers, Salsa, Soda, Tea"
T02708,2025-03-11,2,"Pasta, Soda"
T02709,2025-03-01,4,"Coffee, Lettuce, Milk, Sugar"
T02710,2025-06-10,3,"Chicken Breast, Diapers, Rice"
T02711,2025-02-11,3,"Beer, Chips, Salsa"
T02712,2025-05-08,4,"Bread, Coffee, Lettuce, Milk"
T02713,2025-06-12,2,"Bread, Jam"
T02714,2025-03-20,1,Rice
T02715,2025-05-07,3,"Baby Wipes, Diapers, Wine"
T02716,2025-03-26,3,"Baby Wipes, Chicken Breast, Diapers"
T02717,2025-03-10,2,"Apples, Tomatoes"
T02718,2025-04-01,3,"Garlic, Pasta, Wine"
T02719,2025-04-28,1,Soda
T02720,2025-06-05,1,Pasta
T02721,2025-06-16,1,Cereal
T02722,2025-05-18,3,"Bananas, Bread, Milk"
T02723,2025-04-29,4,"Bread, Butter, Jam, Milk"
T02724,2025-02-28,4,"Cheese, Coffee, Sugar, Yogurt"
T02725,2025-01-17,1,Cheese
T02726,2025-04-01,2,"Coffee, Pasta"
T02727,2025-05-24,3,"Beer, Chips, Onions"
T02728,2025-06-25,1,Cereal
T02729,2025-01-21,3,"Bananas, Diapers, Rice"
T02730,2025-02-12,2,"Garlic, Pasta"
T02731,2025-06-20,1,Milk
T02732,2025-05-16,4,"Chips, Salsa, Soda, Wine"
T02733,2025-06-10,3,"Bananas, Cereal, Milk"
T02734,2025-06-25,1,Tea
T02735,2025-05-20,5,"Cheese, Jam, Sugar, Tea, Wine"
T02736,2025-02-12,3,"Bananas, Chicken Breast, Rice"
T02737,2025-04-24,3,"Bread, Butter, Soda"
T02738,2025-03-02,3,"Cheese, Eggs, Rice"
T02739,2025-03-26,2,"Lettuce, Tomatoes"
T02740,2025-04-18,1,Bananas
T02741,2025-02-25,1,Cereal
T02742,2025-03-20,2,"Apples, Eggs"
T02743,2025-03-04,2,"Chips, Salsa"
T02744,2025-03-05,1,Yogurt
T02745,2025-04-07,1,Rice
T02746,2025-03-26,3,"Bread, Chicken Breast, Milk"
T02747,2025-06-07,1,Eggs
T02748,2025-02-10,2,"Lettuce, Yogurt"
T02749,2025-01-05,2,"Diapers, Lettuce"
T02750,2025-04-10,6,"Cheese, Eggs, Ground Beef, Milk, Sugar, Tea"
T02751,2025-02-09,1,Lettuce
T02752,2025-01-20,2,"Beer, Tea"
T02753,2025-05-05,1,Apples
T02754,2025-06-08,4,"Butter, Chips, Eggs, Soda"
T02755,2025-04-07,3,"Cereal, Milk, Soda"
T02756,2025-01-15,1,Cheese
T02757,2025-04-12,2,"Milk, Soda"
T02758,2025-03-11,3,"Baby Wipes, Milk, Tea"
T02759,2025-05-10,1,Eggs
T02760,2025-06-20,3,"Pasta, Sugar, Tomato Sauce"
T02761,2025-02-08,2,"Cereal, Milk"
T02762,2025-05-21,3,"Baby Wipes, Diapers, Eggs"
T02763,2025-05-25,2,"Eggs, Yogurt"
T02764,2025-04-30,2,"Apples, Lettuce"
T02765,2025-01-11,3,"Butter, Coffee, Sugar"
T02766,2025-04-22,1,Tomatoes
T02767,2025-06-17,3,"Cereal, Cheese, Rice"
T02768,2025-01-29,4,"Chicken Breast, Eggs, Lettuce, Tomato Sauce"
T02769,2025-04-10,4,"Garlic, Pasta, Rice, Tomato Sauce"
T02770,2025-04-17,4,"Cereal, Cheese, Milk, Wine"
T02771,2025-04-04,2,"Sugar, Tea"
T02772,2025-01-12,2,"Coffee, Sugar"
T02773,2025-01-18,2,"Beer, Diapers"
T02774,2025-06-24,4,"Milk, Sugar, Tea, Wine"
T02775,2025-06-03,1,Tomatoes
T02776,2025-04-17,2,"Bread, Jam"
T02777,2025-05-04,5,"Baby Wipes, Beer, Chips, Diapers, Tomatoes"
T02778,2025-03-30,3,"Coffee, Pasta, Sugar"
T02779,2025-01-17,2,"Chicken Breast, Rice"
T02780,2025-04-26,2,"Garlic, Soda"
T02781,2025-01-23,2,"Lettuce, Tea"
T02782,2025-06-23,1,Rice
T02783,2025-05-14,2,"Lettuce, Yogurt"
T02784,2025-06-03,3,"Chips, Parmesan, Pasta"
T02785,2025-04-02,2,"Bananas, Tomatoes"
T02786,2025-01-03,2,"Lettuce, Yogurt"
T02787,2025-03-22,2,"Cereal, Milk"
T02788,2025-04-04,4,"Garlic, Pasta, Tea, Yogurt"
T02789,2025-05-15,3,"Lettuce, Milk, Rice"
T02790,2025-02-23,4,"Bread, Butter, Milk, Yogurt"
T02791,2025-02-19,1,Bananas
T02792,2025-05-01,3,"Butter, Cheese, Soda"
T02793,2025-01-15,2,"Pasta, Tomato Sauce"
T02794,2025-04-18,4,"Bananas, Cereal, Lettuce, Tomatoes"
T02795,2025-03-24,2,"Bananas, Cheese"
T02796,2025-06-29,2,"Cheese, Tomatoes"
T02797,2025-03-07,4,"Cheese, Parmesan, Pasta, Wine"
T02798,2025-04-02,1,Beer
T02799,2025-04-10,1,Milk
T02800,2025-05-01,2,"Cheese, Soda"
T02801,2025-04-20,2,"Apples, Chips"
T02802,2025-01-09,2,"Pasta, Rice"
T02803,2025-01-24,2,"Rice, Soda"
T02804,2025-05-01,3,"Cheese, Garlic, Wine"
T02805,2025-02-16,3,"Pasta, Soda, Tomato Sauce"
T02806,2025-01-16,3,"Bananas, Cereal, Milk"
T02807,2025-06-16,3,"Apples, Chicken Breast, Rice"
T02808,2025-01-08,2,"Chicken Breast, Rice"
T02809,2025-04-16,2,"Bananas, Eggs"
T02810,2025-03-28,3,"Chicken Breast, Rice, Tea"
T02811,2025-01-17,4,"Cheese, Milk, Sugar, Tea"
T02812,2025-02-15,1,Eggs
T02813,2025-01-19,4,"Bananas, Beer, Chips, Salsa"
T02814,2025-03-03,2,"Baby Wipes, Diapers"
T02815,2025-05-26,4,"Bananas, Cereal, Milk, Tomatoes"
T02816,2025-06-23,1,Rice
T02817,2025-03-20,3,"Coffee, Milk, Sugar"
T02818,2025-02-21,2,"Soda, Tomatoes"
T02819,2025-05-01,1,Soda
T02820,2025-03-07,3,"Soda, Tea, Wine"
T02821,2025-06-08,4,"Cheese, Lettuce, Sugar, Tomatoes"
T02822,2025-02-11,3,"Chips, Soda, Tomatoes"
T02823,2025-04-20,4,"Cheese, Parmesan, Rice, Wine"
T02824,2025-02-01,3,"Beer, Chips, Soda"
T02825,2025-04-27,1,Chicken Breast
T02826,2025-04-07,3,"Cheese, Rice, Wine"
T02827,2025-06-29,7,"Bread, Butter, Cheese, Jam, Milk, Parmesan, Wine"
T02828,2025-04-02,2,"Cheese, Pasta"
T02829,2025-04-19,5,"Baby Wipes, Bananas, Beer, Diapers, Yogurt"
T02830,2025-06-13,4,"Cheese, Lettuce, Soda, Yogurt"
T02831,2025-04-15,1,Lettuce
T02832,2025-03-29,2,"Cheese, Coffee"
T02833,2025-05-01,3,"Lettuce, Pasta, Tomatoes"
T02834,2025-02-03,2,"Cereal, Milk"
T02835,2025-04-07,3,"Apples, Eggs, Soda"
T02836,2025-05-27,1,Wine
T02837,2025-05-12,2,"Bread, Jam"
T02838,2025-04-07,4,"Beer, Chips, Eggs, Salsa"
T02839,2025-04-28,3,"Beer, Diapers, Pasta"
T02840,2025-04-19,1,Apples
T02841,2025-06-02,1,Soda
T02842,2025-03-04,2,"Eggs, Tomatoes"
T02843,2025-06-23,1,Yogurt
T02844,2025-01-13,1,Cereal
T02845,2025-04-29,3,"Cheese, Coffee, Wine"
T02846,2025-01-11,2,"Tomatoes, Yogurt"
T02847,2025-04-06,2,"Apples, Cereal"
T02848,2025-02-18,1,Tea
T02849,2025-03-03,3,"Chicken Breast, Sugar, Tea"
T02850,2025-04-30,1,Apples
T02851,2025-03-18,1,Cheese
T02852,2025-06-16,3,"Butter, Lettuce, Milk"
T02853,2025-01-09,6,"Baby Wipes, Beer, Chips, Coffee, Diapers, Salsa"
T02854,2025-02-16,4,"Butter, Coffee, Lettuce, Wine"
T02855,2025-01-18,1,Cereal
T02856,2025-04-18,1,Rice
T02857,2025-05-26,4,"Beer, Cheese, Diapers, Rice"
T02858,2025-03-12,1,Eggs
T02859,2025-04-25,1,Eggs
T02860,2025-04-15,2,"Bread, Chicken Breast"
T02861,2025-06-07,2,"Chips, Soda"
T02862,2025-05-15,2,"Chicken Breast, Eggs"
T02863,2025-02-17,1,Apples
T02864,2025-05-04,2,"Rice, Tomatoes"
T02865,2025-01-15,1,Beer
T02866,2025-03-20,3,"Cereal, Milk, Onions"
T02867,2025-04-27,1,Apples
T02868,2025-03-25,3,"Apples, Bananas, Rice"
T02869,2025-02-27,2,"Cereal, Yogurt"
T02870,2025-04-15,1,Yogurt
T02871,2025-01-24,3,"Chips, Eggs, Soda"
T02872,2025-04-18,2,"Eggs, Tomatoes"
T02873,2025-05-18,2,"Pasta, Tomato Sauce"
T02874,2025-05-28,2,"Eggs, Pasta"
T02875,2025-01-29,2,"Chips, Soda"
T02876,2025-02-26,2,"Lettuce, Rice"
T02877,2025-01-15,5,"Chicken Breast, Eggs, Lettuce, Soda, Tomatoes"
T02878,2025-04-05,3,"Cereal, Jam, Milk"
T02879,2025-03-17,2,"Eggs, Parmesan"
T02880,2025-03-27,6,"Beer, Chips, Rice, Salsa, Soda, Tea"
T02881,2025-04-15,1,Tomatoes
T02882,2025-03-23,2,"Cheese, Wine"
T02883,2025-05-23,4,"Lettuce, Parmesan, Pasta, Tomato Sauce"
T02884,2025-06-08,3,"Bananas, Bread, Wine"
T02885,2025-06-29,6,"Coffee, Milk, Parmesan, Pasta, Sugar, Tomato Sauce"
T02886,2025-02-13,3,"Cereal, Diapers, Lettuce"
T02887,2025-01-23,4,"Bread, Butter, Chips, Jam"
T02888,2025-02-21,2,"Bread, Butter"
T02889,2025-02-02,3,"Beer, Chips, Tomato Sauce"
T02890,2025-01-12,1,Soda
T02891,2025-01-06,4,"Chips, Coffee, Soda, Sugar"
T02892,2025-04-18,3,"Apples, Lettuce, Yogurt"
T02893,2025-01-11,2,"Bread, Chicken Breast"
T02894,2025-01-25,4,"Cheese, Chips, Soda, Wine"
T02895,2025-06-07,4,"Cereal, Eggs, Milk, Wine"
T02896,2025-01-23,5,"Beer, Chips, Diapers, Salsa, Tomatoes"
T02897,2025-02-23,1,Chicken Breast
T02898,2025-03-04,2,"Apples, Lettuce"
T02899,2025-03-08,1,Lettuce
T02900,2025-03-01,1,Coffee
T02901,2025-04-15,1,Milk
T02902,2025-02-26,3,"Baby Wipes, Beer, Diapers"
T02903,2025-04-16,4,"Baby Wipes, Beer, Cheese, Diapers"
T02904,2025-02-10,4,"Coffee, Garlic, Pasta, Tomatoes"
T02905,2025-04-20,3,"Apples, Cheese, Wine"
T02906,2025-05-22,1,Chicken Breast
T02907,2025-02-07,2,"Chips, Soda"
T02908,2025-03-26,2,"Pasta, Soda"
T02909,2025-01-17,2,"Apples, Soda"
T02910,2025-04-20,1,Bananas
T02911,2025-06-07,6,"Cheese, Chicken Breast, Lettuce, Rice, Tomato Sauce, Wine"
T02912,2025-03-02,5,"Beer, Bread, Butter, Chips, Milk"
T02913,2025-03-13,2,"Chips, Soda"
T02914,2025-06-19,4,"Baby Wipes, Beer, Diapers, Yogurt"
T02915,2025-06-12,5,"Bread, Chicken Breast, Jam, Milk, Rice"
T02916,2025-05-05,3,"Chips, Salsa, Soda"
T02917,2025-01-11,2,"Wine, Yogurt"
T02918,2025-05-07,1,Cheese
T02919,2025-06-28,4,"Apples, Baby Wipes, Eggs, Lettuce"
T02920,2025-06-10,4,"Chips, Coffee, Soda, Sugar"
T02921,2025-02-25,4,"Bread, Butter, Cheese, Yogurt"
T02922,2025-04-12,2,"Bananas, Soda"
T02923,2025-06-06,3,"Bread, Jam, Yogurt"
T02924,2025-04-27,2,"Chips, Salsa"
T02925,2025-06-04,3,"Beer, Cheese, Chips"
T02926,2025-05-13,2,"Cheese, Lettuce"
T02927,2025-04-08,2,"Lettuce, Milk"
T02928,2025-06-06,2,"Beer, Salsa"
T02929,2025-05-07,3,"Bread, Parmesan, Wine"
T02930,2025-01-14,4,"Bananas, Cereal, Milk, Salsa"
T02931,2025-02-01,3,"Chicken Breast, Lettuce, Tea"
T02932,2025-05-04,1,Chips
T02933,2025-01-27,1,Chicken Breast
T02934,2025-05-17,2,"Chips, Salsa"
T02935,2025-04-04,5,"Bread, Butter, Chips, Milk, Tomatoes"
T02936,2025-01-12,1,Soda
T02937,2025-06-13,3,"Beer, Chips, Salsa"
T02938,2025-01-01,2,"Sugar, Tea"
T02939,2025-01-25,1,Yogurt
T02940,2025-06-27,2,"Apples, Tomato Sauce"
T02941,2025-01-11,3,"Beer, Salsa, Yogurt"
T02942,2025-04-10,1,Eggs
T02943,2025-01-08,2,"Bananas, Milk"
T02944,2025-05-27,3,"Chicken Breast, Lettuce, Rice"
T02945,2025-01-26,2,"Coffee, Sugar"
T02946,2025-05-30,3,"Baby Wipes, Diapers, Ground Beef"
T02947,2025-04-02,5,"Cheese, Chips, Parmesan, Rice, Wine"
T02948,2025-01-28,4,"Bread, Butter, Jam, Rice"
T02949,2025-04-21,2,"Cereal, Milk"
T02950,2025-01-17,4,"Bread, Butter, Chicken Breast, Soda"
T02951,2025-04-04,2,"Coffee, Diapers"
T02952,2025-05-01,3,"Chicken Breast, Eggs, Rice"
T02953,2025-02-02,5,"Beer, Chips, Milk, Pasta, Tomato Sauce"
T02954,2025-03-27,2,"Apples, Diapers"
T02955,2025-04-07,6,"Beer, Chips, Parmesan, Pasta, Salsa, Tomato Sauce"
T02956,2025-01-05,3,"Coffee, Milk, Sugar"
